_id,Reported_Date,Region,Institution,Total_Active_Inmate_Cases_As_Of_Reported_Date,Cumul_Nr_Resolved_Inmate_Cases_As_Of_Reported_Date,Cumul_Nr_Positive_Released_Inmate_Cases_As_Of_Reported_Date
1559,2020-11-15,Eastern,Central East Correctional Centre,0,1,2
1560,2020-11-15,Central,Niagara Detention Centre,0,1,1
1561,2020-11-15,Western,Central North Correctional Centre,0,2,2
1562,2020-11-15,Northern,Kenora Jail,0,2,0
1563,2020-11-15,Western,Ottawa Carleton Detention Centre,0,2,1
1564,2020-11-15,Western,South West Detention Center,1,2,0
1565,2020-11-15,Toronto,Toronto East Detention Centre,0,1,0
1566,2020-11-15,Northern,Algoma Treatment and Remand Centre,0,1,0
1567,2020-11-15,Western,Sarnia Jail,0,1,0
1568,2020-11-16,Northern,Monteith Correctional Centre,0,1,0
1569,2020-11-16,Central,Maplehurst Correctional Complex,2,8,4
1570,2020-11-16,Central,Ontario Correctional Institute,0,89,2
1571,2020-11-16,Toronto,Toronto South Detention Centre,2,16,9
1572,2020-11-16,Central,Milton-Vanier Centre For Women,0,2,4
1573,2020-11-16,Western,Elgin-Middlesex Det. Centre,0,2,0
1574,2020-11-16,Central,Hamilton Wentworth Det Centre,0,1,1
1575,2020-11-16,Eastern,Central East Correctional Centre,0,1,2
1576,2020-11-16,Central,Niagara Detention Centre,0,1,1
1577,2020-11-16,Western,Central North Correctional Centre,0,2,2
1578,2020-11-16,Northern,Kenora Jail,0,2,0
1579,2020-11-16,Western,Ottawa Carleton Detention Centre,0,2,1
1580,2020-11-16,Western,South West Detention Center,1,2,0
1581,2020-11-16,Toronto,Toronto East Detention Centre,0,1,0
1582,2020-11-16,Northern,Algoma Treatment and Remand Centre,0,1,0
1583,2020-11-16,Western,Sarnia Jail,0,1,0
1584,2020-11-17,Northern,Monteith Correctional Centre,0,1,0
1585,2020-11-17,Central,Maplehurst Correctional Complex,2,8,4
1586,2020-11-17,Central,Ontario Correctional Institute,0,89,2
1587,2020-11-17,Toronto,Toronto South Detention Centre,2,16,9
1588,2020-11-17,Central,Milton-Vanier Centre For Women,0,2,4
1589,2020-11-17,Western,Elgin-Middlesex Det. Centre,0,2,0
1590,2020-11-17,Central,Hamilton Wentworth Det Centre,0,1,1
1591,2020-11-17,Eastern,Central East Correctional Centre,0,1,2
1592,2020-11-17,Central,Niagara Detention Centre,0,1,1
1593,2020-11-17,Western,Central North Correctional Centre,0,2,2
1594,2020-11-17,Northern,Kenora Jail,0,2,0
1595,2020-11-17,Western,Ottawa Carleton Detention Centre,0,2,1
1596,2020-11-17,Western,South West Detention Center,1,2,0
1597,2020-11-17,Toronto,Toronto East Detention Centre,0,1,0
1598,2020-11-17,Northern,Algoma Treatment and Remand Centre,0,1,0
1599,2020-11-17,Western,Sarnia Jail,0,1,0
1600,2020-11-18,Northern,Monteith Correctional Centre,0,1,0
1601,2020-11-18,Central,Maplehurst Correctional Complex,2,8,4
1602,2020-11-18,Central,Ontario Correctional Institute,0,89,2
1603,2020-11-18,Toronto,Toronto South Detention Centre,1,17,9
1604,2020-11-18,Central,Milton-Vanier Centre For Women,0,2,4
1605,2020-11-18,Western,Elgin-Middlesex Det. Centre,0,2,0
1606,2020-11-18,Central,Hamilton Wentworth Det Centre,0,1,1
1607,2020-11-18,Eastern,Central East Correctional Centre,0,1,2
1608,2020-11-18,Central,Niagara Detention Centre,0,1,1
1609,2020-11-18,Western,Central North Correctional Centre,0,2,2
1610,2020-11-18,Northern,Kenora Jail,0,2,0
1611,2020-11-18,Western,Ottawa Carleton Detention Centre,0,2,1
1612,2020-11-18,Western,South West Detention Center,1,2,0
1613,2020-11-18,Toronto,Toronto East Detention Centre,0,1,0
1614,2020-11-18,Northern,Algoma Treatment and Remand Centre,0,1,0
1615,2020-11-18,Western,Sarnia Jail,0,1,0
1616,2020-11-19,Northern,Monteith Correctional Centre,0,1,0
1617,2020-11-19,Central,Maplehurst Correctional Complex,0,8,6
1618,2020-11-19,Central,Ontario Correctional Institute,0,89,2
1619,2020-11-19,Toronto,Toronto South Detention Centre,1,17,9
1620,2020-11-19,Central,Milton-Vanier Centre For Women,0,2,4
1621,2020-11-19,Western,Elgin-Middlesex Det. Centre,0,2,0
1622,2020-11-19,Central,Hamilton Wentworth Det Centre,0,1,1
1623,2020-11-19,Eastern,Central East Correctional Centre,0,1,2
1624,2020-11-19,Central,Niagara Detention Centre,0,1,1
1625,2020-11-19,Western,Central North Correctional Centre,0,2,2
1626,2020-11-19,Northern,Kenora Jail,0,2,0
1627,2020-11-19,Western,Ottawa Carleton Detention Centre,0,2,1
1628,2020-11-19,Western,South West Detention Center,1,2,0
1629,2020-11-19,Toronto,Toronto East Detention Centre,1,1,0
1630,2020-11-19,Northern,Algoma Treatment and Remand Centre,0,1,0
1631,2020-11-19,Western,Sarnia Jail,0,1,0
1632,2020-11-22,Northern,Monteith Correctional Centre,0,1,0
1633,2020-11-22,Central,Maplehurst Correctional Complex,1,8,5
1634,2020-11-22,Central,Ontario Correctional Institute,0,89,2
1635,2020-11-22,Toronto,Toronto South Detention Centre,1,17,9
1636,2020-11-22,Central,Milton-Vanier Centre For Women,1,2,4
1637,2020-11-22,Western,Elgin-Middlesex Det. Centre,0,2,0
1638,2020-11-22,Central,Hamilton Wentworth Det Centre,0,1,1
1639,2020-11-22,Eastern,Central East Correctional Centre,0,1,2
1640,2020-11-22,Central,Niagara Detention Centre,0,1,1
1641,2020-11-22,Western,Central North Correctional Centre,0,2,2
1642,2020-11-22,Northern,Kenora Jail,0,2,0
1643,2020-11-22,Western,Ottawa Carleton Detention Centre,0,2,1
1644,2020-11-22,Western,South West Detention Center,0,3,0
1645,2020-11-22,Toronto,Toronto East Detention Centre,1,1,0
1646,2020-11-22,Northern,Algoma Treatment and Remand Centre,0,1,0
1647,2020-11-22,Western,Sarnia Jail,0,1,0
1648,2020-11-23,Northern,Monteith Correctional Centre,0,1,0
1649,2020-11-23,Central,Maplehurst Correctional Complex,1,8,5
1650,2020-11-23,Central,Ontario Correctional Institute,0,89,2
1651,2020-11-23,Toronto,Toronto South Detention Centre,1,17,9
1652,2020-11-23,Central,Milton-Vanier Centre For Women,0,3,4
1653,2020-11-23,Western,Elgin-Middlesex Det. Centre,0,2,0
1654,2020-11-23,Central,Hamilton Wentworth Det Centre,0,1,1
1655,2020-11-23,Eastern,Central East Correctional Centre,0,1,2
1656,2020-11-23,Central,Niagara Detention Centre,0,1,1
1657,2020-11-23,Western,Central North Correctional Centre,0,2,2
1658,2020-11-23,Northern,Kenora Jail,0,2,0
1659,2020-11-23,Western,Ottawa Carleton Detention Centre,0,2,1
1660,2020-11-23,Western,South West Detention Center,0,3,0
1661,2020-11-23,Toronto,Toronto East Detention Centre,1,1,0
1662,2020-11-23,Northern,Algoma Treatment and Remand Centre,0,1,0
1663,2020-11-23,Western,Sarnia Jail,0,1,0
1664,2020-11-24,Northern,Monteith Correctional Centre,0,1,0
1665,2020-11-24,Central,Maplehurst Correctional Complex,0,9,5
1666,2020-11-24,Central,Ontario Correctional Institute,0,89,2
1667,2020-11-24,Toronto,Toronto South Detention Centre,1,17,9
1668,2020-11-24,Central,Milton-Vanier Centre For Women,0,3,4
1669,2020-11-24,Western,Elgin-Middlesex Det. Centre,0,2,0
1670,2020-11-24,Central,Hamilton Wentworth Det Centre,0,1,1
1671,2020-11-24,Eastern,Central East Correctional Centre,0,1,2
1672,2020-11-24,Central,Niagara Detention Centre,0,1,1
1673,2020-11-24,Western,Central North Correctional Centre,0,2,2
1674,2020-11-24,Northern,Kenora Jail,0,2,0
1675,2020-11-24,Western,Ottawa Carleton Detention Centre,0,2,1
1676,2020-11-24,Western,South West Detention Center,0,3,0
1677,2020-11-24,Toronto,Toronto East Detention Centre,1,1,0
1678,2020-11-24,Northern,Algoma Treatment and Remand Centre,0,1,0
1679,2020-11-24,Western,Sarnia Jail,0,1,0
1680,2020-11-25,Northern,Monteith Correctional Centre,0,1,0
1681,2020-11-25,Central,Maplehurst Correctional Complex,1,9,5
1682,2020-11-25,Central,Ontario Correctional Institute,0,89,2
1683,2020-11-25,Toronto,Toronto South Detention Centre,1,17,9
1684,2020-11-25,Central,Milton-Vanier Centre For Women,0,3,4
1685,2020-11-25,Western,Elgin-Middlesex Det. Centre,0,2,0
1686,2020-11-25,Central,Hamilton Wentworth Det Centre,0,1,1
1687,2020-11-25,Eastern,Central East Correctional Centre,0,1,2
1688,2020-11-25,Central,Niagara Detention Centre,0,1,1
1689,2020-11-25,Western,Central North Correctional Centre,0,2,2
1690,2020-11-25,Northern,Kenora Jail,0,2,0
1691,2020-11-25,Western,Ottawa Carleton Detention Centre,0,2,1
1692,2020-11-25,Western,South West Detention Center,0,3,0
1693,2020-11-25,Toronto,Toronto East Detention Centre,2,1,0
1694,2020-11-25,Northern,Algoma Treatment and Remand Centre,0,1,0
1695,2020-11-25,Western,Sarnia Jail,0,1,0
1696,2020-11-26,Northern,Monteith Correctional Centre,0,1,0
1697,2020-11-26,Central,Maplehurst Correctional Complex,1,9,5
1698,2020-11-26,Central,Ontario Correctional Institute,0,89,2
1699,2020-11-26,Toronto,Toronto South Detention Centre,1,17,9
1700,2020-11-26,Central,Milton-Vanier Centre For Women,0,3,4
1701,2020-11-26,Western,Elgin-Middlesex Det. Centre,0,2,0
1702,2020-11-26,Central,Hamilton Wentworth Det Centre,0,1,1
1703,2020-11-26,Eastern,Central East Correctional Centre,0,1,2
1704,2020-11-26,Central,Niagara Detention Centre,0,1,1
1705,2020-11-26,Western,Central North Correctional Centre,0,2,2
1706,2020-11-26,Northern,Kenora Jail,0,2,0
1707,2020-11-26,Western,Ottawa Carleton Detention Centre,1,2,1
1708,2020-11-26,Western,South West Detention Center,0,3,0
1709,2020-11-26,Toronto,Toronto East Detention Centre,2,1,0
1710,2020-11-26,Northern,Algoma Treatment and Remand Centre,0,1,0
1711,2020-11-26,Western,Sarnia Jail,0,1,0
1712,2020-11-29,Northern,Monteith Correctional Centre,0,1,0
1713,2020-11-29,Central,Maplehurst Correctional Complex,1,9,5
1714,2020-11-29,Central,Ontario Correctional Institute,0,89,2
1715,2020-11-29,Toronto,Toronto South Detention Centre,1,17,9
1716,2020-11-29,Central,Milton-Vanier Centre For Women,0,3,4
1717,2020-11-29,Western,Elgin-Middlesex Det. Centre,0,2,0
1718,2020-11-29,Central,Hamilton Wentworth Det Centre,1,1,1
1719,2020-11-29,Eastern,Central East Correctional Centre,0,1,2
1720,2020-11-29,Central,Niagara Detention Centre,0,1,1
1721,2020-11-29,Western,Central North Correctional Centre,0,2,2
1722,2020-11-29,Northern,Kenora Jail,0,2,0
1723,2020-11-29,Western,Ottawa Carleton Detention Centre,1,2,1
1724,2020-11-29,Western,South West Detention Center,0,3,0
1725,2020-11-29,Toronto,Toronto East Detention Centre,1,1,1
1726,2020-11-29,Northern,Algoma Treatment and Remand Centre,0,1,0
1727,2020-11-29,Western,Sarnia Jail,0,1,0
1728,2020-11-30,Northern,Monteith Correctional Centre,0,1,0
1729,2020-11-30,Central,Maplehurst Correctional Complex,1,9,5
1730,2020-11-30,Central,Ontario Correctional Institute,0,89,2
1731,2020-11-30,Toronto,Toronto South Detention Centre,1,17,9
1732,2020-11-30,Central,Milton-Vanier Centre For Women,0,3,4
1733,2020-11-30,Western,Elgin-Middlesex Det. Centre,0,2,0
1734,2020-11-30,Central,Hamilton Wentworth Det Centre,1,1,1
1735,2020-11-30,Eastern,Central East Correctional Centre,0,1,2
1736,2020-11-30,Central,Niagara Detention Centre,0,1,1
1737,2020-11-30,Western,Central North Correctional Centre,0,2,2
1738,2020-11-30,Northern,Kenora Jail,0,2,0
1739,2020-11-30,Western,Ottawa Carleton Detention Centre,1,2,1
1740,2020-11-30,Western,South West Detention Center,0,3,0
1741,2020-11-30,Toronto,Toronto East Detention Centre,1,1,1
1742,2020-11-30,Northern,Algoma Treatment and Remand Centre,0,1,0
1743,2020-11-30,Western,Sarnia Jail,0,1,0
1744,2020-12-01,Northern,Monteith Correctional Centre,0,1,0
1745,2020-12-01,Central,Maplehurst Correctional Complex,1,9,5
1746,2020-12-01,Central,Ontario Correctional Institute,0,89,2
1747,2020-12-01,Toronto,Toronto South Detention Centre,1,17,9
1748,2020-12-01,Central,Milton-Vanier Centre For Women,0,3,4
1749,2020-12-01,Western,Elgin-Middlesex Det. Centre,0,2,0
1750,2020-12-01,Central,Hamilton Wentworth Det Centre,2,1,1
1751,2020-12-01,Eastern,Central East Correctional Centre,0,1,2
1752,2020-12-01,Central,Niagara Detention Centre,0,1,1
1753,2020-12-01,Western,Central North Correctional Centre,0,2,2
1754,2020-12-01,Northern,Kenora Jail,0,2,0
1755,2020-12-01,Western,Ottawa Carleton Detention Centre,1,2,1
1756,2020-12-01,Western,South West Detention Center,0,3,0
1757,2020-12-01,Toronto,Toronto East Detention Centre,1,1,1
1758,2020-12-01,Northern,Algoma Treatment and Remand Centre,0,1,0
1759,2020-12-01,Western,Sarnia Jail,0,1,0
1760,2020-12-02,Northern,Monteith Correctional Centre,0,1,0
1761,2020-12-02,Central,Maplehurst Correctional Complex,0,10,5
1762,2020-12-02,Central,Ontario Correctional Institute,0,89,2
1763,2020-12-02,Toronto,Toronto South Detention Centre,1,17,9
1764,2020-12-02,Central,Milton-Vanier Centre For Women,0,3,4
1765,2020-12-02,Western,Elgin-Middlesex Det. Centre,0,2,0
1766,2020-12-02,Central,Hamilton Wentworth Det Centre,2,1,1
1767,2020-12-02,Eastern,Central East Correctional Centre,0,1,2
1768,2020-12-02,Central,Niagara Detention Centre,0,1,1
1769,2020-12-02,Western,Central North Correctional Centre,0,2,2
1770,2020-12-02,Northern,Kenora Jail,0,2,0
1771,2020-12-02,Western,Ottawa Carleton Detention Centre,1,2,1
1772,2020-12-02,Western,South West Detention Center,0,3,0
1773,2020-12-02,Toronto,Toronto East Detention Centre,1,1,1
1774,2020-12-02,Northern,Algoma Treatment and Remand Centre,0,1,0
1775,2020-12-02,Western,Sarnia Jail,0,1,0
1776,2020-12-03,Northern,Monteith Correctional Centre,0,1,0
1777,2020-12-03,Central,Maplehurst Correctional Complex,0,10,5
1778,2020-12-03,Central,Ontario Correctional Institute,0,89,2
1779,2020-12-03,Toronto,Toronto South Detention Centre,1,18,9
1780,2020-12-03,Central,Milton-Vanier Centre For Women,0,3,4
1781,2020-12-03,Western,Elgin-Middlesex Det. Centre,0,2,0
1782,2020-12-03,Central,Hamilton Wentworth Det Centre,2,1,1
1783,2020-12-03,Eastern,Central East Correctional Centre,0,1,2
1784,2020-12-03,Central,Niagara Detention Centre,0,1,1
1785,2020-12-03,Western,Central North Correctional Centre,0,2,2
1786,2020-12-03,Northern,Kenora Jail,0,2,0
1787,2020-12-03,Western,Ottawa Carleton Detention Centre,0,3,1
1788,2020-12-03,Western,South West Detention Center,0,3,0
1789,2020-12-03,Toronto,Toronto East Detention Centre,1,1,1
1790,2020-12-03,Northern,Algoma Treatment and Remand Centre,0,1,0
1791,2020-12-03,Western,Sarnia Jail,0,1,0
1792,2020-12-06,Northern,Monteith Correctional Centre,0,1,0
1793,2020-12-06,Central,Maplehurst Correctional Complex,0,10,5
1794,2020-12-06,Central,Ontario Correctional Institute,0,89,2
1795,2020-12-06,Toronto,Toronto South Detention Centre,2,18,9
1796,2020-12-06,Central,Milton-Vanier Centre For Women,0,3,4
1797,2020-12-06,Western,Elgin-Middlesex Det. Centre,0,2,0
1798,2020-12-06,Central,Hamilton Wentworth Det Centre,2,1,1
1799,2020-12-06,Eastern,Central East Correctional Centre,0,1,2
1800,2020-12-06,Central,Niagara Detention Centre,0,1,1
1801,2020-12-06,Western,Central North Correctional Centre,0,2,2
1802,2020-12-06,Northern,Kenora Jail,0,2,0
1803,2020-12-06,Western,Ottawa Carleton Detention Centre,0,3,1
1804,2020-12-06,Western,South West Detention Center,0,3,0
1805,2020-12-06,Toronto,Toronto East Detention Centre,3,2,1
1806,2020-12-06,Northern,Algoma Treatment and Remand Centre,0,1,0
1807,2020-12-06,Western,Sarnia Jail,0,1,0
1808,2020-12-07,Northern,Monteith Correctional Centre,0,1,0
1809,2020-12-07,Central,Maplehurst Correctional Complex,0,10,5
1810,2020-12-07,Central,Ontario Correctional Institute,0,89,2
1811,2020-12-07,Toronto,Toronto South Detention Centre,3,18,9
1812,2020-12-07,Central,Milton-Vanier Centre For Women,0,3,4
1813,2020-12-07,Western,Elgin-Middlesex Det. Centre,0,2,0
1814,2020-12-07,Central,Hamilton Wentworth Det Centre,2,1,1
1815,2020-12-07,Eastern,Central East Correctional Centre,0,1,2
1816,2020-12-07,Central,Niagara Detention Centre,0,1,1
1817,2020-12-07,Western,Central North Correctional Centre,0,2,2
1818,2020-12-07,Northern,Kenora Jail,0,2,0
1819,2020-12-07,Western,Ottawa Carleton Detention Centre,0,3,1
1820,2020-12-07,Western,South West Detention Center,0,3,0
1821,2020-12-07,Toronto,Toronto East Detention Centre,3,2,1
1822,2020-12-07,Northern,Algoma Treatment and Remand Centre,0,1,0
1823,2020-12-07,Western,Sarnia Jail,0,1,0
1824,2020-12-08,Northern,Monteith Correctional Centre,0,1,0
1825,2020-12-08,Central,Maplehurst Correctional Complex,0,10,5
1826,2020-12-08,Central,Ontario Correctional Institute,0,89,2
1827,2020-12-08,Toronto,Toronto South Detention Centre,5,18,9
1828,2020-12-08,Central,Milton-Vanier Centre For Women,0,3,4
1829,2020-12-08,Western,Elgin-Middlesex Det. Centre,0,2,0
1830,2020-12-08,Central,Hamilton Wentworth Det Centre,2,1,1
1831,2020-12-08,Eastern,Central East Correctional Centre,0,1,2
1832,2020-12-08,Central,Niagara Detention Centre,0,1,1
1833,2020-12-08,Western,Central North Correctional Centre,0,2,2
1834,2020-12-08,Northern,Kenora Jail,0,2,0
1835,2020-12-08,Western,Ottawa Carleton Detention Centre,0,3,1
1836,2020-12-08,Western,South West Detention Center,0,3,0
1837,2020-12-08,Toronto,Toronto East Detention Centre,3,2,1
1838,2020-12-08,Northern,Algoma Treatment and Remand Centre,0,1,0
1839,2020-12-08,Western,Sarnia Jail,0,1,0
1840,2020-12-09,Northern,Monteith Correctional Centre,0,1,0
1841,2020-12-09,Central,Maplehurst Correctional Complex,1,10,5
1842,2020-12-09,Central,Ontario Correctional Institute,0,89,2
1843,2020-12-09,Toronto,Toronto South Detention Centre,7,18,9
1844,2020-12-09,Central,Milton-Vanier Centre For Women,0,3,4
1845,2020-12-09,Western,Elgin-Middlesex Det. Centre,0,2,0
1846,2020-12-09,Central,Hamilton Wentworth Det Centre,0,3,1
1847,2020-12-09,Eastern,Central East Correctional Centre,0,1,2
1848,2020-12-09,Central,Niagara Detention Centre,0,1,1
1849,2020-12-09,Western,Central North Correctional Centre,0,2,2
1850,2020-12-09,Northern,Kenora Jail,0,2,0
1851,2020-12-09,Western,Ottawa Carleton Detention Centre,0,3,1
1852,2020-12-09,Western,South West Detention Center,0,3,0
1853,2020-12-09,Toronto,Toronto East Detention Centre,3,2,1
1854,2020-12-09,Northern,Algoma Treatment and Remand Centre,0,1,0
1855,2020-12-09,Western,Sarnia Jail,0,1,0
1856,2020-12-10,Northern,Monteith Correctional Centre,0,1,0
1857,2020-12-10,Central,Maplehurst Correctional Complex,1,10,5
1858,2020-12-10,Central,Ontario Correctional Institute,0,89,2
1859,2020-12-10,Toronto,Toronto South Detention Centre,25,18,9
1860,2020-12-10,Central,Milton-Vanier Centre For Women,0,3,4
1861,2020-12-10,Western,Elgin-Middlesex Det. Centre,0,2,0
1862,2020-12-10,Central,Hamilton Wentworth Det Centre,0,3,1
1863,2020-12-10,Eastern,Central East Correctional Centre,0,1,2
1864,2020-12-10,Central,Niagara Detention Centre,0,1,1
1865,2020-12-10,Western,Central North Correctional Centre,1,2,2
1866,2020-12-10,Northern,Kenora Jail,0,2,0
1867,2020-12-10,Western,Ottawa Carleton Detention Centre,0,3,1
1868,2020-12-10,Western,South West Detention Center,0,3,0
1869,2020-12-10,Toronto,Toronto East Detention Centre,3,2,1
1870,2020-12-10,Northern,Algoma Treatment and Remand Centre,0,1,0
1871,2020-12-10,Western,Sarnia Jail,0,1,0
1872,2020-12-13,Northern,Monteith Correctional Centre,0,1,0
1873,2020-12-13,Central,Maplehurst Correctional Complex,1,10,5
1874,2020-12-13,Central,Ontario Correctional Institute,0,89,2
1875,2020-12-13,Toronto,Toronto South Detention Centre,34,18,10
1876,2020-12-13,Central,Milton-Vanier Centre For Women,0,3,4
1877,2020-12-13,Western,Elgin-Middlesex Det. Centre,0,2,0
1878,2020-12-13,Central,Hamilton Wentworth Det Centre,0,3,1
1879,2020-12-13,Eastern,Central East Correctional Centre,0,1,2
1880,2020-12-13,Central,Niagara Detention Centre,0,1,1
1881,2020-12-13,Western,Central North Correctional Centre,2,2,2
1882,2020-12-13,Northern,Kenora Jail,0,2,0
1883,2020-12-13,Western,Ottawa Carleton Detention Centre,0,3,1
1884,2020-12-13,Western,South West Detention Center,0,3,0
1885,2020-12-13,Toronto,Toronto East Detention Centre,6,2,1
1886,2020-12-13,Northern,Algoma Treatment and Remand Centre,0,1,0
1887,2020-12-13,Western,Sarnia Jail,0,1,0
1888,2020-12-14,Northern,Monteith Correctional Centre,0,1,0
1889,2020-12-14,Central,Maplehurst Correctional Complex,1,10,5
1890,2020-12-14,Central,Ontario Correctional Institute,0,89,2
1891,2020-12-14,Toronto,Toronto South Detention Centre,29,19,14
1892,2020-12-14,Central,Milton-Vanier Centre For Women,0,2,5
1893,2020-12-14,Western,Elgin-Middlesex Det. Centre,0,2,0
1894,2020-12-14,Central,Hamilton Wentworth Det Centre,0,3,1
1895,2020-12-14,Eastern,Central East Correctional Centre,0,1,2
1896,2020-12-14,Central,Niagara Detention Centre,0,1,1
1897,2020-12-14,Western,Central North Correctional Centre,2,2,1
1898,2020-12-14,Northern,Kenora Jail,0,2,0
1899,2020-12-14,Western,Ottawa Carleton Detention Centre,0,3,1
1900,2020-12-14,Western,South West Detention Center,0,3,0
1901,2020-12-14,Toronto,Toronto East Detention Centre,5,3,1
1902,2020-12-14,Northern,Algoma Treatment and Remand Centre,0,1,0
1903,2020-12-14,Western,Sarnia Jail,0,1,0
1904,2020-12-15,Northern,Monteith Correctional Centre,0,1,0
1905,2020-12-15,Central,Maplehurst Correctional Complex,1,10,5
1906,2020-12-15,Central,Ontario Correctional Institute,0,89,2
1907,2020-12-15,Toronto,Toronto South Detention Centre,35,20,14
1908,2020-12-15,Central,Milton-Vanier Centre For Women,0,2,5
1909,2020-12-15,Western,Elgin-Middlesex Det. Centre,0,2,0
1910,2020-12-15,Central,Hamilton Wentworth Det Centre,0,3,1
1911,2020-12-15,Eastern,Central East Correctional Centre,0,1,2
1912,2020-12-15,Central,Niagara Detention Centre,0,1,1
1913,2020-12-15,Western,Central North Correctional Centre,3,2,1
1914,2020-12-15,Northern,Kenora Jail,0,2,0
1915,2020-12-15,Western,Ottawa Carleton Detention Centre,0,3,1
1916,2020-12-15,Western,South West Detention Center,0,3,0
1917,2020-12-15,Toronto,Toronto East Detention Centre,5,3,1
1918,2020-12-15,Northern,Algoma Treatment and Remand Centre,0,1,0
1919,2020-12-15,Western,Sarnia Jail,0,1,0
1920,2020-12-16,Northern,Monteith Correctional Centre,0,1,0
1921,2020-12-16,Central,Maplehurst Correctional Complex,1,10,5
1922,2020-12-16,Central,Ontario Correctional Institute,0,89,2
1923,2020-12-16,Toronto,Toronto South Detention Centre,54,20,14
1924,2020-12-16,Central,Milton-Vanier Centre For Women,0,2,5
1925,2020-12-16,Western,Elgin-Middlesex Det. Centre,0,2,0
1926,2020-12-16,Central,Hamilton Wentworth Det Centre,0,3,1
1927,2020-12-16,Eastern,Central East Correctional Centre,0,1,2
1928,2020-12-16,Central,Niagara Detention Centre,0,1,1
1929,2020-12-16,Western,Central North Correctional Centre,3,2,1
1930,2020-12-16,Northern,Kenora Jail,0,2,0
1931,2020-12-16,Western,Ottawa Carleton Detention Centre,0,3,1
1932,2020-12-16,Western,South West Detention Center,0,3,0
1933,2020-12-16,Toronto,Toronto East Detention Centre,5,4,1
1934,2020-12-16,Northern,Algoma Treatment and Remand Centre,0,1,0
1935,2020-12-16,Western,Sarnia Jail,0,1,0
1936,2020-12-17,Northern,Monteith Correctional Centre,0,1,0
1937,2020-12-17,Central,Maplehurst Correctional Complex,2,10,5
1938,2020-12-17,Central,Ontario Correctional Institute,0,89,2
1939,2020-12-17,Toronto,Toronto South Detention Centre,54,20,14
1940,2020-12-17,Central,Milton-Vanier Centre For Women,0,2,5
1941,2020-12-17,Western,Elgin-Middlesex Det. Centre,0,2,0
1942,2020-12-17,Central,Hamilton Wentworth Det Centre,0,3,1
1943,2020-12-17,Eastern,Central East Correctional Centre,0,1,2
1944,2020-12-17,Central,Niagara Detention Centre,0,1,1
1945,2020-12-17,Western,Central North Correctional Centre,7,2,1
1946,2020-12-17,Northern,Kenora Jail,0,2,0
1947,2020-12-17,Western,Ottawa Carleton Detention Centre,0,3,1
1948,2020-12-17,Western,South West Detention Center,0,3,0
1949,2020-12-17,Toronto,Toronto East Detention Centre,5,4,1
1950,2020-12-17,Northern,Algoma Treatment and Remand Centre,1,1,0
1951,2020-12-17,Western,Sarnia Jail,0,1,0
1952,2020-12-20,Northern,Monteith Correctional Centre,0,1,0
1953,2020-12-20,Central,Maplehurst Correctional Complex,1,11,5
1954,2020-12-20,Central,Ontario Correctional Institute,0,89,2
1955,2020-12-20,Toronto,Toronto South Detention Centre,61,25,14
1956,2020-12-20,Central,Milton-Vanier Centre For Women,0,2,5
1957,2020-12-20,Western,Elgin-Middlesex Det. Centre,0,2,0
1958,2020-12-20,Central,Hamilton Wentworth Det Centre,0,3,1
1959,2020-12-20,Eastern,Central East Correctional Centre,0,1,2
1960,2020-12-20,Central,Niagara Detention Centre,0,1,1
1961,2020-12-20,Western,Central North Correctional Centre,18,2,2
1962,2020-12-20,Northern,Kenora Jail,0,2,0
1963,2020-12-20,Western,Ottawa Carleton Detention Centre,0,3,1
1964,2020-12-20,Western,South West Detention Center,0,3,0
1965,2020-12-20,Toronto,Toronto East Detention Centre,2,8,1
1966,2020-12-20,Northern,Algoma Treatment and Remand Centre,1,1,0
1967,2020-12-20,Western,Sarnia Jail,0,1,0
1968,2020-12-21,Northern,Monteith Correctional Centre,0,1,0
1969,2020-12-21,Central,Maplehurst Correctional Complex,1,11,5
1970,2020-12-21,Central,Ontario Correctional Institute,0,89,2
1971,2020-12-21,Toronto,Toronto South Detention Centre,61,25,14
1972,2020-12-21,Central,Milton-Vanier Centre For Women,0,2,5
1973,2020-12-21,Western,Elgin-Middlesex Det. Centre,0,2,0
1974,2020-12-21,Central,Hamilton Wentworth Det Centre,0,3,1
1975,2020-12-21,Eastern,Central East Correctional Centre,0,1,2
1976,2020-12-21,Central,Niagara Detention Centre,0,1,1
1977,2020-12-21,Western,Central North Correctional Centre,17,3,2
1978,2020-12-21,Northern,Kenora Jail,0,2,0
1979,2020-12-21,Western,Ottawa Carleton Detention Centre,0,3,1
1980,2020-12-21,Western,South West Detention Center,0,3,0
1981,2020-12-21,Toronto,Toronto East Detention Centre,0,8,1
1982,2020-12-21,Northern,Algoma Treatment and Remand Centre,1,1,0
1983,2020-12-21,Western,Sarnia Jail,0,1,0
1984,2020-12-22,Northern,Monteith Correctional Centre,0,1,0
1985,2020-12-22,Central,Maplehurst Correctional Complex,1,11,5
1986,2020-12-22,Central,Ontario Correctional Institute,0,89,2
1987,2020-12-22,Toronto,Toronto South Detention Centre,53,32,15
1988,2020-12-22,Central,Milton-Vanier Centre For Women,0,2,5
1989,2020-12-22,Western,Elgin-Middlesex Det. Centre,0,2,0
1990,2020-12-22,Central,Hamilton Wentworth Det Centre,0,3,1
1991,2020-12-22,Eastern,Central East Correctional Centre,1,1,2
