_id,Reported_Date,Region,Institution,Total_Active_Inmate_Cases_As_Of_Reported_Date,Cumul_Nr_Resolved_Inmate_Cases_As_Of_Reported_Date,Cumul_Nr_Positive_Released_Inmate_Cases_As_Of_Reported_Date
424,2020-07-13,Toronto,Toronto South Detention Centre,2,9,7
425,2020-07-13,Central,Milton-Vanier Centre For Women,0,1,3
426,2020-07-13,Central,Hamilton Wentworth Det Centre,0,1,0
427,2020-07-13,Eastern,Central East Correctional Centre,0,1,1
428,2020-07-13,Central,Niagara Detention Centre,0,0,1
429,2020-07-13,Western,Central North Correctional Centre,1,1,0
430,2020-07-13,Northern,Kenora Jail,0,2,0
431,2020-07-13,Western,Elgin-Middlesex Det. Centre,0,1,0
432,2020-07-14,Northern,Monteith Correctional Centre,0,1,0
433,2020-07-14,Central,Maplehurst Correctional Complex,1,5,3
434,2020-07-14,Central,Ontario Correctional Institute,0,89,2
435,2020-07-14,Toronto,Toronto South Detention Centre,2,9,7
436,2020-07-14,Central,Milton-Vanier Centre For Women,0,1,3
437,2020-07-14,Central,Hamilton Wentworth Det Centre,0,1,0
438,2020-07-14,Eastern,Central East Correctional Centre,0,1,1
439,2020-07-14,Central,Niagara Detention Centre,0,0,1
440,2020-07-14,Western,Central North Correctional Centre,1,1,0
441,2020-07-14,Northern,Kenora Jail,0,2,0
442,2020-07-14,Western,Elgin-Middlesex Det. Centre,0,1,0
443,2020-07-15,Northern,Monteith Correctional Centre,0,1,0
444,2020-07-15,Central,Maplehurst Correctional Complex,1,5,3
445,2020-07-15,Central,Ontario Correctional Institute,0,89,2
446,2020-07-15,Toronto,Toronto South Detention Centre,2,9,7
447,2020-07-15,Central,Milton-Vanier Centre For Women,0,1,3
448,2020-07-15,Central,Hamilton Wentworth Det Centre,0,1,0
449,2020-07-15,Eastern,Central East Correctional Centre,0,1,1
450,2020-07-15,Central,Niagara Detention Centre,0,0,1
451,2020-07-15,Western,Central North Correctional Centre,1,1,0
452,2020-07-15,Northern,Kenora Jail,0,2,0
453,2020-07-15,Western,Elgin-Middlesex Det. Centre,0,1,0
454,2020-07-16,Northern,Monteith Correctional Centre,0,1,0
455,2020-07-16,Central,Maplehurst Correctional Complex,1,5,3
456,2020-07-16,Central,Ontario Correctional Institute,0,89,2
457,2020-07-16,Toronto,Toronto South Detention Centre,2,9,7
458,2020-07-16,Central,Milton-Vanier Centre For Women,0,1,3
459,2020-07-16,Central,Hamilton Wentworth Det Centre,0,1,0
460,2020-07-16,Eastern,Central East Correctional Centre,0,1,1
461,2020-07-16,Central,Niagara Detention Centre,0,0,1
462,2020-07-16,Western,Central North Correctional Centre,1,1,0
463,2020-07-16,Northern,Kenora Jail,0,2,0
464,2020-07-16,Western,Elgin-Middlesex Det. Centre,0,1,0
465,2020-07-19,Northern,Monteith Correctional Centre,0,1,0
466,2020-07-19,Central,Maplehurst Correctional Complex,0,6,3
467,2020-07-19,Central,Ontario Correctional Institute,0,89,2
468,2020-07-19,Toronto,Toronto South Detention Centre,2,9,7
469,2020-07-19,Central,Milton-Vanier Centre For Women,0,1,3
470,2020-07-19,Central,Hamilton Wentworth Det Centre,0,1,0
471,2020-07-19,Eastern,Central East Correctional Centre,0,1,1
472,2020-07-19,Central,Niagara Detention Centre,0,0,1
473,2020-07-19,Western,Central North Correctional Centre,0,1,1
474,2020-07-19,Northern,Kenora Jail,0,2,0
475,2020-07-19,Western,Elgin-Middlesex Det. Centre,0,1,0
476,2020-07-20,Northern,Monteith Correctional Centre,0,1,0
477,2020-07-20,Central,Maplehurst Correctional Complex,0,6,3
478,2020-07-20,Central,Ontario Correctional Institute,0,89,2
479,2020-07-20,Toronto,Toronto South Detention Centre,1,10,7
480,2020-07-20,Central,Milton-Vanier Centre For Women,0,1,3
481,2020-07-20,Central,Hamilton Wentworth Det Centre,0,1,0
482,2020-07-20,Eastern,Central East Correctional Centre,0,1,1
483,2020-07-20,Central,Niagara Detention Centre,0,0,1
484,2020-07-20,Western,Central North Correctional Centre,0,1,1
485,2020-07-20,Northern,Kenora Jail,0,2,0
486,2020-07-20,Western,Elgin-Middlesex Det. Centre,0,1,0
487,2020-07-21,Northern,Monteith Correctional Centre,0,1,0
488,2020-07-21,Central,Maplehurst Correctional Complex,0,6,3
489,2020-07-21,Central,Ontario Correctional Institute,0,89,2
490,2020-07-21,Toronto,Toronto South Detention Centre,1,10,7
491,2020-07-21,Central,Milton-Vanier Centre For Women,0,1,3
492,2020-07-21,Central,Hamilton Wentworth Det Centre,0,1,0
493,2020-07-21,Eastern,Central East Correctional Centre,0,1,1
494,2020-07-21,Central,Niagara Detention Centre,0,0,1
495,2020-07-21,Western,Central North Correctional Centre,0,1,1
496,2020-07-21,Northern,Kenora Jail,0,2,0
497,2020-07-21,Western,Elgin-Middlesex Det. Centre,0,1,0
498,2020-07-22,Northern,Monteith Correctional Centre,0,1,0
499,2020-07-22,Central,Maplehurst Correctional Complex,0,6,3
500,2020-07-22,Central,Ontario Correctional Institute,0,89,2
501,2020-07-22,Toronto,Toronto South Detention Centre,1,10,7
502,2020-07-22,Central,Milton-Vanier Centre For Women,0,1,3
503,2020-07-22,Central,Hamilton Wentworth Det Centre,0,1,0
504,2020-07-22,Eastern,Central East Correctional Centre,0,1,1
505,2020-07-22,Central,Niagara Detention Centre,0,0,1
506,2020-07-22,Western,Central North Correctional Centre,0,1,1
507,2020-07-22,Northern,Kenora Jail,0,2,0
508,2020-07-22,Western,Elgin-Middlesex Det. Centre,0,1,0
509,2020-07-23,Northern,Monteith Correctional Centre,0,1,0
510,2020-07-23,Central,Maplehurst Correctional Complex,0,6,3
511,2020-07-23,Central,Ontario Correctional Institute,0,89,2
512,2020-07-23,Toronto,Toronto South Detention Centre,1,10,7
513,2020-07-23,Central,Milton-Vanier Centre For Women,0,1,3
514,2020-07-23,Central,Hamilton Wentworth Det Centre,0,1,0
515,2020-07-23,Eastern,Central East Correctional Centre,0,1,1
516,2020-07-23,Central,Niagara Detention Centre,0,0,1
517,2020-07-23,Western,Central North Correctional Centre,0,1,1
518,2020-07-23,Northern,Kenora Jail,0,2,0
519,2020-07-23,Western,Elgin-Middlesex Det. Centre,0,1,0
520,2020-07-26,Northern,Monteith Correctional Centre,0,1,0
521,2020-07-26,Central,Maplehurst Correctional Complex,0,6,3
522,2020-07-26,Central,Ontario Correctional Institute,0,89,2
523,2020-07-26,Toronto,Toronto South Detention Centre,1,10,7
524,2020-07-26,Central,Milton-Vanier Centre For Women,0,1,3
525,2020-07-26,Central,Hamilton Wentworth Det Centre,0,1,0
526,2020-07-26,Eastern,Central East Correctional Centre,0,1,1
527,2020-07-26,Central,Niagara Detention Centre,0,0,1
528,2020-07-26,Western,Central North Correctional Centre,0,1,1
529,2020-07-26,Northern,Kenora Jail,0,2,0
530,2020-07-26,Western,Elgin-Middlesex Det. Centre,0,1,0
531,2020-07-27,Northern,Monteith Correctional Centre,0,1,0
532,2020-07-27,Central,Maplehurst Correctional Complex,0,6,3
533,2020-07-27,Central,Ontario Correctional Institute,0,89,2
534,2020-07-27,Toronto,Toronto South Detention Centre,1,10,7
535,2020-07-27,Central,Milton-Vanier Centre For Women,0,1,3
536,2020-07-27,Central,Hamilton Wentworth Det Centre,0,1,0
537,2020-07-27,Eastern,Central East Correctional Centre,0,1,1
538,2020-07-27,Central,Niagara Detention Centre,0,0,1
539,2020-07-27,Western,Central North Correctional Centre,0,1,1
540,2020-07-27,Northern,Kenora Jail,0,2,0
541,2020-07-27,Western,Elgin-Middlesex Det. Centre,0,1,0
542,2020-07-28,Northern,Monteith Correctional Centre,0,1,0
543,2020-07-28,Central,Maplehurst Correctional Complex,0,6,3
544,2020-07-28,Central,Ontario Correctional Institute,0,89,2
545,2020-07-28,Toronto,Toronto South Detention Centre,1,10,7
546,2020-07-28,Central,Milton-Vanier Centre For Women,0,1,3
547,2020-07-28,Central,Hamilton Wentworth Det Centre,0,1,0
548,2020-07-28,Eastern,Central East Correctional Centre,0,1,1
549,2020-07-28,Central,Niagara Detention Centre,0,0,1
550,2020-07-28,Western,Central North Correctional Centre,0,1,1
551,2020-07-28,Northern,Kenora Jail,0,2,0
552,2020-07-28,Western,Elgin-Middlesex Det. Centre,0,1,0
553,2020-07-29,Northern,Monteith Correctional Centre,0,1,0
554,2020-07-29,Central,Maplehurst Correctional Complex,0,6,3
555,2020-07-29,Central,Ontario Correctional Institute,0,89,2
556,2020-07-29,Toronto,Toronto South Detention Centre,1,10,7
557,2020-07-29,Central,Milton-Vanier Centre For Women,0,1,3
558,2020-07-29,Central,Hamilton Wentworth Det Centre,0,1,0
559,2020-07-29,Eastern,Central East Correctional Centre,0,1,1
560,2020-07-29,Central,Niagara Detention Centre,0,0,1
561,2020-07-29,Western,Central North Correctional Centre,0,1,1
562,2020-07-29,Northern,Kenora Jail,0,2,0
563,2020-07-29,Western,Elgin-Middlesex Det. Centre,0,1,0
564,2020-07-30,Northern,Monteith Correctional Centre,0,1,0
565,2020-07-30,Central,Maplehurst Correctional Complex,0,6,3
566,2020-07-30,Central,Ontario Correctional Institute,0,89,2
567,2020-07-30,Toronto,Toronto South Detention Centre,0,11,7
568,2020-07-30,Central,Milton-Vanier Centre For Women,0,1,3
569,2020-07-30,Central,Hamilton Wentworth Det Centre,0,1,0
570,2020-07-30,Eastern,Central East Correctional Centre,0,1,1
571,2020-07-30,Central,Niagara Detention Centre,0,0,1
572,2020-07-30,Western,Central North Correctional Centre,0,1,1
573,2020-07-30,Northern,Kenora Jail,0,2,0
574,2020-07-30,Western,Elgin-Middlesex Det. Centre,0,1,0
575,2020-08-03,Northern,Monteith Correctional Centre,0,1,0
576,2020-08-03,Central,Maplehurst Correctional Complex,0,6,3
577,2020-08-03,Central,Ontario Correctional Institute,0,89,2
578,2020-08-03,Toronto,Toronto South Detention Centre,0,11,7
579,2020-08-03,Central,Milton-Vanier Centre For Women,0,1,3
580,2020-08-03,Central,Hamilton Wentworth Det Centre,0,1,0
581,2020-08-03,Eastern,Central East Correctional Centre,0,1,1
582,2020-08-03,Central,Niagara Detention Centre,0,0,1
583,2020-08-03,Western,Central North Correctional Centre,0,1,1
584,2020-08-03,Northern,Kenora Jail,0,2,0
585,2020-08-03,Western,Elgin-Middlesex Det. Centre,0,1,0
586,2020-08-04,Northern,Monteith Correctional Centre,0,1,0
587,2020-08-04,Central,Maplehurst Correctional Complex,0,6,3
588,2020-08-04,Central,Ontario Correctional Institute,0,89,2
589,2020-08-04,Toronto,Toronto South Detention Centre,0,11,7
590,2020-08-04,Central,Milton-Vanier Centre For Women,0,1,3
591,2020-08-04,Central,Hamilton Wentworth Det Centre,0,1,0
592,2020-08-04,Eastern,Central East Correctional Centre,0,1,1
593,2020-08-04,Central,Niagara Detention Centre,0,0,1
594,2020-08-04,Western,Central North Correctional Centre,0,1,1
595,2020-08-04,Northern,Kenora Jail,0,2,0
596,2020-08-04,Western,Elgin-Middlesex Det. Centre,0,1,0
597,2020-08-05,Northern,Monteith Correctional Centre,0,1,0
598,2020-08-05,Central,Maplehurst Correctional Complex,0,6,3
599,2020-08-05,Central,Ontario Correctional Institute,0,89,2
600,2020-08-05,Toronto,Toronto South Detention Centre,0,11,7
601,2020-08-05,Central,Milton-Vanier Centre For Women,0,1,3
602,2020-08-05,Central,Hamilton Wentworth Det Centre,0,1,0
603,2020-08-05,Eastern,Central East Correctional Centre,0,1,1
604,2020-08-05,Central,Niagara Detention Centre,1,0,1
605,2020-08-05,Western,Central North Correctional Centre,0,1,1
606,2020-08-05,Northern,Kenora Jail,0,2,0
607,2020-08-05,Western,Elgin-Middlesex Det. Centre,0,1,0
608,2020-08-06,Northern,Monteith Correctional Centre,0,1,0
609,2020-08-06,Central,Maplehurst Correctional Complex,0,6,3
610,2020-08-06,Central,Ontario Correctional Institute,0,89,2
611,2020-08-06,Toronto,Toronto South Detention Centre,0,11,7
612,2020-08-06,Central,Milton-Vanier Centre For Women,0,1,3
613,2020-08-06,Central,Hamilton Wentworth Det Centre,0,1,0
614,2020-08-06,Eastern,Central East Correctional Centre,0,1,1
615,2020-08-06,Central,Niagara Detention Centre,1,0,1
616,2020-08-06,Western,Central North Correctional Centre,0,1,1
617,2020-08-06,Northern,Kenora Jail,0,2,0
618,2020-08-06,Western,Elgin-Middlesex Det. Centre,0,1,0
619,2020-08-09,Northern,Monteith Correctional Centre,0,1,0
620,2020-08-09,Central,Maplehurst Correctional Complex,0,6,3
621,2020-08-09,Central,Ontario Correctional Institute,0,89,2
622,2020-08-09,Toronto,Toronto South Detention Centre,0,11,7
623,2020-08-09,Central,Milton-Vanier Centre For Women,0,1,3
624,2020-08-09,Central,Hamilton Wentworth Det Centre,0,1,0
625,2020-08-09,Eastern,Central East Correctional Centre,1,1,1
626,2020-08-09,Central,Niagara Detention Centre,1,0,1
627,2020-08-09,Western,Central North Correctional Centre,0,1,1
628,2020-08-09,Northern,Kenora Jail,0,2,0
629,2020-08-09,Western,Elgin-Middlesex Det. Centre,0,1,0
630,2020-08-10,Northern,Monteith Correctional Centre,0,1,0
631,2020-08-10,Central,Maplehurst Correctional Complex,0,6,3
632,2020-08-10,Central,Ontario Correctional Institute,0,89,2
633,2020-08-10,Toronto,Toronto South Detention Centre,0,11,7
634,2020-08-10,Central,Milton-Vanier Centre For Women,0,1,3
635,2020-08-10,Central,Hamilton Wentworth Det Centre,0,1,0
636,2020-08-10,Eastern,Central East Correctional Centre,1,1,1
637,2020-08-10,Central,Niagara Detention Centre,1,0,1
638,2020-08-10,Western,Central North Correctional Centre,0,1,1
639,2020-08-10,Northern,Kenora Jail,0,2,0
640,2020-08-10,Western,Elgin-Middlesex Det. Centre,0,1,0
641,2020-08-11,Northern,Monteith Correctional Centre,0,1,0
642,2020-08-11,Central,Maplehurst Correctional Complex,0,6,3
643,2020-08-11,Central,Ontario Correctional Institute,0,89,2
644,2020-08-11,Toronto,Toronto South Detention Centre,0,11,7
645,2020-08-11,Central,Milton-Vanier Centre For Women,0,1,3
646,2020-08-11,Central,Hamilton Wentworth Det Centre,0,1,0
647,2020-08-11,Eastern,Central East Correctional Centre,0,1,2
648,2020-08-11,Central,Niagara Detention Centre,1,0,1
649,2020-08-11,Western,Central North Correctional Centre,0,1,1
650,2020-08-11,Northern,Kenora Jail,0,2,0
651,2020-08-11,Western,Elgin-Middlesex Det. Centre,0,1,0
652,2020-08-12,Northern,Monteith Correctional Centre,0,1,0
653,2020-08-12,Central,Maplehurst Correctional Complex,0,6,3
654,2020-08-12,Central,Ontario Correctional Institute,0,89,2
655,2020-08-12,Toronto,Toronto South Detention Centre,0,11,7
656,2020-08-12,Central,Milton-Vanier Centre For Women,0,1,3
657,2020-08-12,Central,Hamilton Wentworth Det Centre,0,1,0
658,2020-08-12,Eastern,Central East Correctional Centre,0,1,2
659,2020-08-12,Central,Niagara Detention Centre,1,0,1
660,2020-08-12,Western,Central North Correctional Centre,0,1,1
661,2020-08-12,Northern,Kenora Jail,0,2,0
662,2020-08-12,Western,Elgin-Middlesex Det. Centre,0,1,0
663,2020-08-13,Northern,Monteith Correctional Centre,0,1,0
664,2020-08-13,Central,Maplehurst Correctional Complex,0,6,3
665,2020-08-13,Central,Ontario Correctional Institute,0,89,2
666,2020-08-13,Toronto,Toronto South Detention Centre,0,11,7
667,2020-08-13,Central,Milton-Vanier Centre For Women,0,1,3
668,2020-08-13,Central,Hamilton Wentworth Det Centre,0,1,0
669,2020-08-13,Eastern,Central East Correctional Centre,0,1,2
670,2020-08-13,Central,Niagara Detention Centre,0,1,1
671,2020-08-13,Western,Central North Correctional Centre,0,1,1
672,2020-08-13,Northern,Kenora Jail,0,2,0
673,2020-08-13,Western,Elgin-Middlesex Det. Centre,0,1,0
674,2020-08-16,Northern,Monteith Correctional Centre,0,1,0
675,2020-08-16,Central,Maplehurst Correctional Complex,0,6,3
676,2020-08-16,Central,Ontario Correctional Institute,0,89,2
677,2020-08-16,Toronto,Toronto South Detention Centre,0,11,7
678,2020-08-16,Central,Milton-Vanier Centre For Women,0,1,3
679,2020-08-16,Central,Hamilton Wentworth Det Centre,0,1,0
680,2020-08-16,Eastern,Central East Correctional Centre,0,1,2
681,2020-08-16,Central,Niagara Detention Centre,0,1,1
682,2020-08-16,Western,Central North Correctional Centre,0,1,1
683,2020-08-16,Northern,Kenora Jail,0,2,0
684,2020-08-16,Western,Elgin-Middlesex Det. Centre,0,1,0
685,2020-08-17,Northern,Monteith Correctional Centre,0,1,0
686,2020-08-17,Central,Maplehurst Correctional Complex,0,6,3
687,2020-08-17,Central,Ontario Correctional Institute,0,89,2
688,2020-08-17,Toronto,Toronto South Detention Centre,0,11,7
689,2020-08-17,Central,Milton-Vanier Centre For Women,0,1,3
690,2020-08-17,Central,Hamilton Wentworth Det Centre,0,1,0
691,2020-08-17,Eastern,Central East Correctional Centre,0,1,2
692,2020-08-17,Central,Niagara Detention Centre,0,1,1
693,2020-08-17,Western,Central North Correctional Centre,0,1,1
694,2020-08-17,Northern,Kenora Jail,0,2,0
695,2020-08-17,Western,Elgin-Middlesex Det. Centre,0,1,0
696,2020-08-17,Western,Ottawa Carleton Detention Centre,1,0,0
697,2020-08-18,Northern,Monteith Correctional Centre,0,1,0
698,2020-08-18,Central,Maplehurst Correctional Complex,0,6,3
699,2020-08-18,Central,Ontario Correctional Institute,0,89,2
700,2020-08-18,Toronto,Toronto South Detention Centre,0,11,7
701,2020-08-18,Central,Milton-Vanier Centre For Women,0,1,3
702,2020-08-18,Central,Hamilton Wentworth Det Centre,0,1,0
703,2020-08-18,Eastern,Central East Correctional Centre,0,1,2
704,2020-08-18,Central,Niagara Detention Centre,0,1,1
705,2020-08-18,Western,Central North Correctional Centre,0,1,1
706,2020-08-18,Northern,Kenora Jail,0,2,0
707,2020-08-18,Western,Elgin-Middlesex Det. Centre,0,1,0
708,2020-08-18,Western,Ottawa Carleton Detention Centre,0,0,1
709,2020-08-19,Northern,Monteith Correctional Centre,0,1,0
710,2020-08-19,Central,Maplehurst Correctional Complex,0,6,3
711,2020-08-19,Central,Ontario Correctional Institute,0,89,2
712,2020-08-19,Toronto,Toronto South Detention Centre,0,11,7
713,2020-08-19,Central,Milton-Vanier Centre For Women,0,1,3
714,2020-08-19,Central,Hamilton Wentworth Det Centre,0,1,0
715,2020-08-19,Eastern,Central East Correctional Centre,0,1,2
716,2020-08-19,Central,Niagara Detention Centre,0,1,1
717,2020-08-19,Western,Central North Correctional Centre,0,1,1
718,2020-08-19,Northern,Kenora Jail,0,2,0
719,2020-08-19,Western,Elgin-Middlesex Det. Centre,0,1,0
720,2020-08-19,Western,Ottawa Carleton Detention Centre,0,0,1
721,2020-08-20,Northern,Monteith Correctional Centre,0,1,0
722,2020-08-20,Central,Maplehurst Correctional Complex,0,6,3
723,2020-08-20,Central,Ontario Correctional Institute,0,89,2
724,2020-08-20,Toronto,Toronto South Detention Centre,0,11,7
725,2020-08-20,Central,Milton-Vanier Centre For Women,0,1,3
726,2020-08-20,Central,Hamilton Wentworth Det Centre,0,1,0
727,2020-08-20,Eastern,Central East Correctional Centre,0,1,2
728,2020-08-20,Central,Niagara Detention Centre,0,1,1
729,2020-08-20,Western,Central North Correctional Centre,0,1,1
730,2020-08-20,Northern,Kenora Jail,0,2,0
731,2020-08-20,Western,Elgin-Middlesex Det. Centre,0,1,0
732,2020-08-20,Western,Ottawa Carleton Detention Centre,0,0,1
733,2020-08-23,Northern,Monteith Correctional Centre,0,1,0
734,2020-08-23,Central,Maplehurst Correctional Complex,0,6,3
735,2020-08-23,Central,Ontario Correctional Institute,0,89,2
736,2020-08-23,Toronto,Toronto South Detention Centre,1,11,7
737,2020-08-23,Central,Milton-Vanier Centre For Women,0,1,3
738,2020-08-23,Central,Hamilton Wentworth Det Centre,0,1,0
739,2020-08-23,Eastern,Central East Correctional Centre,0,1,2
740,2020-08-23,Central,Niagara Detention Centre,0,1,1
741,2020-08-23,Western,Central North Correctional Centre,0,1,1
742,2020-08-23,Northern,Kenora Jail,0,2,0
743,2020-08-23,Western,Elgin-Middlesex Det. Centre,0,1,0
744,2020-08-23,Western,Ottawa Carleton Detention Centre,0,0,1
745,2020-08-24,Northern,Monteith Correctional Centre,0,1,0
746,2020-08-24,Central,Maplehurst Correctional Complex,0,6,3
747,2020-08-24,Central,Ontario Correctional Institute,0,89,2
748,2020-08-24,Toronto,Toronto South Detention Centre,1,11,7
749,2020-08-24,Central,Milton-Vanier Centre For Women,0,1,3
750,2020-08-24,Central,Hamilton Wentworth Det Centre,0,1,0
751,2020-08-24,Eastern,Central East Correctional Centre,0,1,2
752,2020-08-24,Central,Niagara Detention Centre,0,1,1
753,2020-08-24,Western,Central North Correctional Centre,0,1,1
754,2020-08-24,Northern,Kenora Jail,0,2,0
755,2020-08-24,Western,Elgin-Middlesex Det. Centre,0,1,0
756,2020-08-24,Western,Ottawa Carleton Detention Centre,1,0,1
757,2020-08-25,Northern,Monteith Correctional Centre,0,1,0
758,2020-08-25,Central,Maplehurst Correctional Complex,0,6,3
759,2020-08-25,Central,Ontario Correctional Institute,0,89,2
760,2020-08-25,Toronto,Toronto South Detention Centre,1,11,7
761,2020-08-25,Central,Milton-Vanier Centre For Women,0,1,3
762,2020-08-25,Central,Hamilton Wentworth Det Centre,0,1,0
763,2020-08-25,Eastern,Central East Correctional Centre,0,1,2
764,2020-08-25,Central,Niagara Detention Centre,0,1,1
765,2020-08-25,Western,Central North Correctional Centre,0,1,1
766,2020-08-25,Northern,Kenora Jail,0,2,0
767,2020-08-25,Western,Elgin-Middlesex Det. Centre,0,1,0
768,2020-08-25,Western,Ottawa Carleton Detention Centre,1,0,1
769,2020-08-26,Northern,Monteith Correctional Centre,0,1,0
